rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
289	1	1	1	0.37811284984892135	-64.98349236304891	0.9999999999999999	68.22595334517719	C10H8O3	[M + H]+	HZUFMSJUNLSDSZ	InChI=1S/C10H8O3/c11-5-1-2-8-3-4-9-10(6-8)13-7-12-9/h1-6H,7H2	3,4-Methylenedioxycinnamaldehyde	C1OC2=C(O1)C=C(C=C2)C=CC=O	1.89606524	84630;5355018;5374493	HMDB:(33813);SuperNatural:(SN00351221 SN00143273);ZINC bio:(ZINC01608655);PubMed;NORMAN:(NS00053102);COCONUT:(CNP0233065);KNApSAcK:(34385);Natural Products:(UNPD16538 UNPD86619);PubChem:(84630 5355018 5374493);PubChem class - bio and metabolites;Training Set;KEGG Mine	8610177114	177.0544	307.395	1328_6_Brassimet_Leaves_PAXs_33_Pos_6291
290	4	1	3	0.3777616387129548	-204.26703543753976	0.005527638190954775	19.43284955660532	C7H17N2O5P	[M + Na]+	RIJCTVRGPFRGFH	InChI=1S/C7H17N2O5P/c1-4-13-15(12,9(2)3)14-5-6(8)7(10)11/h6H,4-5,8H2,1-3H3,(H,10,11)	null	CCOP(=O)(N(C)C)OCC(C(=O)O)N	-3.5	49867692	PubChem:(49867692);PubChem class - bio and metabolites	16777218	263.0758	380.342	678_6_Brassimet_Leaves_PAXs_20_Pos_4349
291	1	1	1	0.37673100873555876	-6.566780253758709	0.9999999999999999	52.59018292744501	C21H20O11	[M + H]+	JPUKWEQWGBDDQB	InChI=1S/C21H20O11/c22-7-13-15(26)17(28)18(29)21(31-13)32-20-16(27)14-11(25)5-10(24)6-12(14)30-19(20)8-1-3-9(23)4-2-8/h1-6,13,15,17-18,21-26,28-29H,7H2	Trifolin	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O	0.699999988	5742687;5282102;5282149;5318755;5462193;5488283;12011805;12358425;12358426;12358429;12358430;9911508;25201364;25203515;24211971;44155246;44258736;44258737;44258797;44258798;51521834;51521835;51402811;56961352;59557452;72551446;89719004;122537602;133564575;132211485;138107328	HMDB:(30864 37429);SuperNatural:(SN00011104 SN00351841 SN00160833 SN00311313 SN00161121 SN00395967 SN00011103 SN00011316 SN00020215 SN00381933 SN00007030 SN00354684 SN00020216 SN00143469 SN00143426);ZINC bio:(ZINC03869764 ZINC03869766 ZINC04102435 ZINC04349434 ZINC04349442 ZINC04654800 ZINC13424730 ZINC13424731);additional;MeSH:(5282102 5282149 5462193 5488283 12011805);Plantcyc:(CPD1F-453 CPD-7260);PubMed;COCONUT:(CNP0100377 CNP0187953 CNP0318474);KNApSAcK:(5135);Natural Products:(UNPD3825 UNPD167487 UNPD74738 UNPD117238 UNPD130282 UNPD7393 UNPD47810 UNPD69841 UNPD86169 UNPD13879 UNPD54049 UNPD148092);PubChem:(5742687 5282102 5282149 5318755 5462193 5488283 12011805 12358425 12358426 12358429 12358430 9911508 25201364 25203515 24211971 44155246 44258736 44258737 44258797 44258798 51521834 51521835 51402811 56961352 59557452 72551446 89719004 122537602 133564575 132211485 138107328);YMDB Mine;CHEBI:(75797 30200 76104 31742 75796 75791);PubChem class - bio and metabolites;KEGG:(C12249 C12626);Training Set;Biocyc:(CPD1F-453 CPD-7260)	34380376446	449.1079	313.056	1554_6_Brassimet_Leaves_PAXs_37_Pos_1716
292	1	1	1	0.37629253171836735	-86.06888083110927	0.9999999999999999	66.41723620297005	C10H20N2O3	[M + H]+	VRWLRMTUPOYQFV	InChI=1S/C10H20N2O3/c1-2-5-9(13)12-7-4-3-6-8(11)10(14)15/h8H,2-7,11H2,1H3,(H,12,13)(H,14,15)	(2R)-2-amino-6-(butanoylamino)hexanoic acid	CCCC(=O)NCCCCC(C(=O)O)N	-2.20000005	49866729;59349280;72261431	PubChem:(49866729 59349280 72261431);PubChem class - bio and metabolites	16777218	217.1549	72.974	525_6_Brassimet_Leaves_PAXs_18_Pos_4208
293	1	1	1	0.3762649278778781	-63.20220573126901	0.9999999999999999	37.89178887138483	C12H24N2O3	[M + H]+	LCPYQJIKPJDLLB	InChI=1S/C12H24N2O3/c1-7(2)5-9(13)11(15)14-10(12(16)17)6-8(3)4/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)	Leucylleucine	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)N	1.0694524	76807;94244;6992072;6992073;6992074;6992075;6992076;6992077;6992078;21627898;44298832;61160581;78975711;103869062;129675377	HMDB:(28933);ZINC bio:(ZINC01532219 ZINC01532220 ZINC01532221 ZINC01532222);additional;MeSH:(76807 94244 6992072);Plantcyc:(L-LEUCYL-L-LEUCINE);PubMed;NORMAN:(NS00029406);COCONUT:(CNP0336094);PubChem:(76807 94244 6992072 6992073 6992074 6992075 6992076 6992077 6992078 21627898 44298832 61160581 78975711 103869062 129675377);CHEBI:(74528 6418 73839 73531);PubChem class - bio and metabolites;KEGG:(C11332);Training Set;PubChem class - drug;Biocyc:(L-LEUCYL-L-LEUCINE)	53373294	245.1862	226.2	1105_6_Brassimet_Leaves_PAXs_29_Pos_554
294	1	1	3	0.37564216873276113	-158.76849411904672	0.8030150753768843	44.17858412901601	C18H30O9	[M + Na]+	QPYZJXJBZOQDGA	InChI=1S/C18H30O9/c1-9(26-18-17(25)16(24)15(23)13(8-19)27-18)3-2-4-11-10(7-14(21)22)5-6-12(11)20/h9-11,13,15-19,23-25H,2-8H2,1H3,(H,21,22)	(-)-11-hydroxy-9,10-dihydrojasmonic acid 11-beta-D-glucoside	CC(CCCC1C(CCC1=O)CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O	-0.899999976	11966292;56935876	COCONUT:(CNP0210671);Natural Products:(UNPD177319);PubChem:(11966292 56935876);SuperNatural:(SN00251876);CHEBI:(18471)	3178530	413.1784	375.202	856_6_Brassimet_Leaves_PAXs_24_Pos_4824
295	1	1	1	0.3756405994150083	-64.88298834642306	0.9999999999999999	30.76077761892797	C8H9N	[M + H]+	IFSSSYDVRQSDSG	InChI=1S/C8H9N/c1-2-7-4-3-5-8(9)6-7/h2-6H,1,9H2	3-Aminostyrene	C=CC1=CC(=CC=C1)N	1.84807611	4260041	PubChem:(4260041);PubChem class - safety and toxic	67108866	120.0804	86.858	175_6_Brassimet_Leaves_PAXs_11_Pos_367
296	3	1	2	0.37424873232804	-247.17688633684	0.0010050251256281408	31.488666168724034	C18H17N5O3S	[M + H]+	OLNYKKGYROGYHF	InChI=1S/C18H17N5O3S/c1-2-23-17(13-5-3-4-8-19-13)21-22-18(23)27-10-16(24)20-12-6-7-14-15(9-12)26-11-25-14/h3-9H,2,10-11H2,1H3,(H,20,24)	N-(1,3-benzodioxol-5-yl)-2-[(4-ethyl-5-pyridin-2-yl-1,2,4-triazol-3-yl)sulfanyl]acetamide	CCN1C(=NN=C1SCC(=O)NC2=CC3=C(C=C2)OCO3)C4=CC=CC=N4	1.89999998	1991011	PubChem:(1991011);PubChem class - safety and toxic	67108866	384.1114	320.46	114_6_Brassimet_Leaves_PAXs_10_Pos_3593
297	1	1	1	0.3741384271199983	-60.87825089688026	0.9999999999999999	67.78645138250543	C11H12O	[M + H]+	WMVUYUVKNFDYAF	InChI=1S/C11H12O/c1-8(2)10-4-6-11(7-5-10)9(3)12/h4-7H,1H2,2-3H3	p-Isopropenylacetophenone	CC(=C)C1=CC=C(C=C1)C(=O)C	2.63286471	589438	PubChem:(589438);NORMAN:(NS00010291)	262146	161.0958	345.522	1239_6_Brassimet_Leaves_PAXs_31_Pos_5926
298	1	1	1	0.37402257550391893	-43.900854820430524	0.9964824120603014	51.730180601984614	C11H19N3O6S2	[M + H]+	JNHSMKPVSPHKIJ	InChI=1S/C11H19N3O6S2/c1-21-22-5-7(10(18)13-4-9(16)17)14-8(15)3-2-6(12)11(19)20/h6-7H,2-5,12H2,1H3,(H,13,18)(H,14,15)(H,16,17)(H,19,20)	null	CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	-4.0999999	46186617;75166533;134692112	PubChem:(46186617 75166533 134692112);CHEBI:(141468)	34	354.0789	111.404	745_6_Brassimet_Leaves_PAXs_22_Pos_447
299	2	1	1	0.37362836374753183	-242.2942349009728	0.00904522613065327	132.6867770159952	C13H18N4O3	[M + Na]+	QZLFEPNLVSJJBQ	InChI=1S/C13H18N4O3/c14-13(15)17-8-2-1-7-16-12(20)11(19)9-3-5-10(18)6-4-9/h3-6,18H,1-2,7-8H2,(H,16,20)(H4,14,15,17)	null	C1=CC(=CC=C1C(=O)C(=O)NCCCCN=C(N)N)O	-0.100000001	11161754	COCONUT:(CNP0319186);Natural Products:(UNPD79734);PubChem:(11161754);PubMed	2129986	301.1275	181.791	1738_6_Brassimet_Leaves_PAXs_40_Pos_1080
300	1	1	4	0.3733049994472447	-216.04912083167463	0.9311557788944724	32.39921185123531	C22H29NO9	[M + H]+	HLGSHDLKGYMREZ	InChI=1S/C22H29NO9/c1-11-7-8-12(2)17(9-11)31-22-19(23-13(3)24)21(30-16(6)27)20(29-15(5)26)18(32-22)10-28-14(4)25/h7-9,18-22H,10H2,1-6H3,(H,23,24)	Phenylethyl 2-acetamido-3,4,6-tri-O-acetyl-2-deoxy-b-D-glucopyranoside	CC1=CC(=C(C=C1)C)OC2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C	1.70000005	3735610;9538844;42580350;42580351;42580352;42580353;51471385;51471386;51471387;51471388;124759665;124759666;124759667;124759668	COCONUT:(CNP0372961);PubChem:(3735610 9538844 42580350 42580351 42580352 42580353 51471385 51471386 51471387 51471388 124759665 124759666 124759667 124759668);SuperNatural:(SN00077229);ZINC bio:(ZINC08433333)	3153922	452.1955	226.006	1124_6_Brassimet_Leaves_PAXs_29_Pos_5639
301	1	1	1	0.3723052640679782	-94.60813805573413	0.9999999999999999	65.08094834923385	C11H12N2O2	[M + H]+	QIVBCDIJIAJPQS	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	Pacitron	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	0.719671071	1148;6305;9060;148495;165635;444881;450586;3090777;4099458;5460853;5460842;5460846;5460847;10608299;6923516;6923517;12209732;12209735;12209740;12209741;12209743;12209744;12209745;12209747;12209749;12209751;12209752;12209758;9990558;10998177;10130455;12968609;11063573;10375724;16055314;16055538;18728411;16217284;16217285;22525023;22525024;22525025;25240582;25241001;46783211;51037434;51037435;51037436;54230365;54230366;54230367;59340907;59373185;58478484;58478529;58478567;58478568;58478578;58478580;58478591;58478601;58478603;71752878;71309138;71309644;87528068;88162003;89059443;90793774;101738964;101759576;102176481;101365132;102243993;119077376;118264382;123282542;123759225;122412257;122412258;124202799;132562672;132562673;132562674;132562675;132562676;129716752;129723314;129843791;131698648;129882765;129882951;138986914	HMDB:(929 13609 30396);PubChem class - food;ZINC bio:(ZINC00083315 ZINC00083317);additional;HSDB:(73-22-3);MeSH:(1148 6305 9060);Plantcyc:(D-TRYPTOPHAN TRP);PubMed;NORMAN:(NS00003513);COCONUT:(CNP0167976);KNApSAcK:(1396);Natural Products:(UNPD149555 UNPD173611);PubChem:(1148 6305 9060 148495 165635 444881 450586 3090777 4099458 5460853 5460842 5460846 5460847 10608299 6923516 6923517 12209732 12209735 12209740 12209741 12209743 12209744 12209745 12209747 12209749 12209751 12209752 12209758 9990558 10998177 10130455 12968609 11063573 10375724 16055314 16055538 18728411 16217284 16217285 22525023 22525024 22525025 25240582 25241001 46783211 51037434 51037435 51037436 54230365 54230366 54230367 59340907 59373185 58478484 58478529 58478567 58478568 58478578 58478580 58478591 58478601 58478603 71752878 71309138 71309644 87528068 88162003 89059443 90793774 101738964 101759576 102176481 101365132 102243993 119077376 118264382 123282542 123759225 122412257 122412258 124202799 132562672 132562673 132562674 132562675 132562676 129716752 129723314 129843791 131698648 129882765 129882951 138986914);CHEBI:(57912 32728 27897 32717 32704 64554 32727 57719 16296 32716 32702 16828);PubChem class - bio and metabolites;KEGG:(C00078 C00806 C00525);PubChem class - safety and toxic;YMDB:(998 126);Training Set;PubChem class - drug;Biocyc:(SMA-0000579 TRP D-TRYPTOPHAN)	254798718	205.096	189.014	113_6_Brassimet_Leaves_PAXs_10_Pos_3592
302	1	1	1	0.3717254284965554	-16.274108015519936	0.007035175879396987	44.52502650036502	C22H30O14	[M + H]+	ZPEADZHVGOCGKH	InChI=1S/C22H30O14/c1-32-12-6-10(2-4-11(12)26)3-5-15(27)34-20-17(29)14(8-24)35-22(20,9-25)36-21-19(31)18(30)16(28)13(7-23)33-21/h2-6,13-14,16-21,23-26,28-31H,7-9H2,1H3	[(2S,3S,4R,5S)-4-hydroxy-2,5-bis(hydroxymethyl)-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-3-yl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate	COC1=C(C=CC(=C1)C=CC(=O)OC2C(C(OC2(CO)OC3C(C(C(C(O3)CO)O)O)O)CO)O)O	-2.40963507	6326020;14890464;11972418;21550874;73157789;101549199;102004867;133562196;137706442	COCONUT:(CNP0194668);KNApSAcK:(46926);Natural Products:(UNPD196312);PubChem:(6326020 14890464 11972418 21550874 73157789 101549199 102004867 133562196 137706442);SuperNatural:(SN00040942);ZINC bio:(ZINC67912729);additional;MeSH:(6326020 14890464 102004867 133562196 137706442);Training Set;PubMed	3727446	519.1707	138.538	2169_6_Brassimet_Leaves_PAXs_49_Pos_2851
303	1	1	1	0.3709514846179349	-34.30891268153391	0.9994974874371859	34.293244923782495	C15H18O9	[M + Na]+	QOPSZFXPZWQLOG	InChI=1S/C15H18O9/c16-6-10-12(20)13(21)14(22)15(24-10)23-9-5-7(1-3-8(9)17)2-4-11(18)19/h1-5,10,12-17,20-22H,6H2,(H,18,19)	Caffeic acid 3-glucoside	C1=CC(=C(C=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O)O	-0.813954413	442776;4484223;6124133;5281759;21027076;67128639;69501423;131700415;129887345	COCONUT:(CNP0080135 CNP0203493);KNApSAcK:(2716);Natural Products:(UNPD226509 UNPD101477 UNPD226714 UNPD62739);PubChem:(442776 4484223 6124133 5281759 21027076 67128639 69501423 131700415 129887345);SuperNatural:(SN00337954 SN00006988 SN00357374);CHEBI:(3293);ZINC bio:(ZINC04098722);additional;KEGG:(C10431);Training Set;PubMed	3727730	365.0847	178.354	1836_6_Brassimet_Leaves_PAXs_42_Pos_1107
304	3	1	2	0.3701371457702801	-264.35075599142425	0.02814070351758794	123.06282260800434	C13H14N2O6	[M + K]+	OGWNIHKOAPJTKW	InChI=1S/C13H14N2O6/c16-10(15-9(13(20)21)6-11(17)18)7-14-12(19)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H,14,19)(H,15,16)(H,17,18)(H,20,21)	null	C1=CC=C(C=C1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O	-0.300000012	14626421;14626423;45490425	COCONUT:(CNP0044172);PubChem:(14626421 14626423 45490425);SuperNatural:(SN00075132);ZINC bio:(ZINC05681347 ZINC13541485)	3153922	333.045	92.861	1090_6_Brassimet_Leaves_PAXs_29_Pos_5457
305	1	1	1	0.36965963300120874	-219.78296767130425	0.9999999999999999	36.553258356591776	C13H17NO6	[M + H]+	VSGKVJPCJOJUBP	InChI=1S/C13H17NO6/c15-6-8-10(16)11(17)9(13(19)20-8)14-12(18)7-4-2-1-3-5-7/h1-5,8-11,13,15-17,19H,6H2,(H,14,18)	Glucosamine analog, 1	C1=CC=C(C=C1)C(=O)NC2C(C(C(OC2O)CO)O)O	-1.00298238	253013;10589017;10423941;10423943;21677942;27506902;27506903;27506904;46783646;58852881;71191323;90352172;90352714;90352715;95162085;124200295;124200400;133126697;131700285;131704686;134554133	PubChem:(253013 10589017 10423941 10423943 21677942 27506902 27506903 27506904 46783646 58852881 71191323 90352172 90352714 90352715 95162085 124200295 124200400 133126697 131700285 131704686 134554133);PubChem class - bio and metabolites	16777218	284.1128	93.494	1346_6_Brassimet_Leaves_PAXs_33_Pos_1543
306	1	1	1	0.36822413392620207	-63.41403220760167	0.9999999999999999	91.65554099503883	C10H19NO3	[M + H]+	OUGZJFOMQFQKAD	InChI=1S/C10H19NO3/c1-2-8(12)6-4-3-5-7-9(11)10(13)14/h9H,2-7,11H2,1H3,(H,13,14)	(2S)-2-amino-8-oxodecanoic acid	CCC(=O)CCCCCC(C(=O)O)N	0.961985171	11708501;54169895;91820288	PubChem:(11708501 54169895 91820288);PubMed;Biocyc:(CPD-17966)	2114	202.1441	109.995	527_6_Brassimet_Leaves_PAXs_18_Pos_4211
307	2	1	1	0.3681545014988987	-120.8003371393627	0.9999999999999999	108.9320503528704	C18H24O	[M + H]+	IQGBPJFXIUKNHN	InChI=1S/C18H24O/c1-3-4-5-6-7-8-9-10-11-12-17-13-16(2)14-18(19)15-17/h14,17H,3-8,13,15H2,1-2H3	null	CCCCCCCC#CC#CC1CC(=CC(=O)C1)C	4.9000001	10801096	COCONUT:(CNP0176706);KNApSAcK:(33210);Natural Products:(UNPD122992);PubChem:(10801096);PubMed	2130002	257.1899	1348.827	2128_6_Brassimet_Leaves_PAXs_48_Pos_2742
308	1	1	1	0.3671004832541267	-97.85778724804811	0.9994974874371858	39.14236877143632	C7H12O6	[M - H]-	AAWZDTNXLSGCEK	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)	L-Quinate	C1C(C(C(CC1(C(=O)O)O)O)O)O	-2.4000001	1064;6508;37439;1560034;1268037;6560875;6971023;17751038;57817184;59400405	HMDB:(3072);SuperNatural:(SN00301797 SN00001739 SN00002573 SN00368035 SN00302919 SN00017899);ZINC bio:(ZINC00895164 ZINC01764753 ZINC12343390);additional;MeSH:(6508);Plantcyc:(QUINATE);PubMed;NORMAN:(NS00006789);COCONUT:(CNP0163128 CNP0205647);KNApSAcK:(1201);Natural Products:(UNPD77472 UNPD157674 UNPD68951 UNPD93570);PubChem:(1064 6508 37439 1560034 1268037 6560875 6971023 17751038 57817184 59400405);YMDB Mine;CHEBI:(36124 29751 17521);PubChem class - bio and metabolites;KEGG:(C00296);PubChem class - safety and toxic;Training Set;Biocyc:(QUINATE)	34447747454	191.0563	40.314	633_6_Brassimet_Leaves_PAXs_2_Neg_477
309	4	1	1	0.36637507127165786	-29.948025078855075	0.6698492462311558	28.939886313017965	C37H38O19	[M + H]+	ZVSLMENFANKRLA	InChI=1S/C37H38O19/c1-50-21-10-15(2-8-19(21)41)3-9-25(43)51-14-24-28(45)30(47)32(49)36(54-24)56-35-31(48)27(44)23(13-38)53-37(35)55-34-29(46)26-20(42)11-18(40)12-22(26)52-33(34)16-4-6-17(39)7-5-16/h2-12,23-24,27-28,30-32,35-42,44-45,47-49H,13-14H2,1H3	Kaempferol 3-(6''''-(E)-feruloylglucosyl)-(1->2)-galactoside	COC1=C(C=CC(=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3C(C(C(OC3OC4=C(OC5=CC(=CC(=C5C4=O)O)O)C6=CC=C(C=C6)O)CO)O)O)O)O)O)O	0.800000012	10795355;10462984;44259022	COCONUT:(CNP0094355 CNP0228412);KNApSAcK:(13784);Natural Products:(UNPD230703 UNPD170284 UNPD119941 UNPD168066);PubChem:(10795355 10462984 44259022);SuperNatural:(SN00277825 SN00177751 SN00304011);PubMed	3178578	787.2083	374.075	679_6_Brassimet_Leaves_PAXs_20_Pos_4350
310	1	1	1	0.36625874312547085	-162.82842906886896	0.35376884422110555	43.40787398281093	C10H15N3O5	[M + K]+	ZAYHVCMSTBRABG	InChI=1S/C10H15N3O5/c1-4-2-13(10(17)12-8(4)11)9-7(16)6(15)5(3-14)18-9/h2,5-7,9,14-16H,3H2,1H3,(H2,11,12,17)	5-Methyl ara-C	CC1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O	-1.82103908	92918;97000;262543;7282381;7282382;7282383;7282384;14135553;20658690;21117171;44629882;46875974;57281623;69618534;90089462;89551836;92178838;118149110;124428635	HMDB:(982);SuperNatural:(SN00320047);ZINC bio:(ZINC06069529 ZINC06069530 ZINC13547847 ZINC17141127 ZINC17141129);additional;MeSH:(92918 97000 262543);Plantcyc:(CPD0-2495);PubMed;NORMAN:(NS00049274);COCONUT:(CNP0135718);Natural Products:(UNPD196780);PubChem:(92918 97000 262543 7282381 7282382 7282383 7282384 14135553 20658690 21117171 44629882 46875974 57281623 69618534 90089462 89551836 92178838 118149110 124428635);YMDB Mine;CHEBI:(20607);PubChem class - bio and metabolites;EcoCyc Mine;Biocyc:(CPD0-2495);KEGG Mine	60150425710	296.066	37.777	1719_6_Brassimet_Leaves_PAXs_40_Pos_2085
311	2	1	2	0.36587932242766313	-297.55499670452474	0.06783919597989949	19.873587056741627	C17H32O9	[M + H]+	CINUHOXYJZTZDJ	InChI=1S/C17H32O9/c1-2-3-4-5-6-7-13(20)24-9-11(19)10-25-17-16(23)15(22)14(21)12(8-18)26-17/h11-12,14-19,21-23H,2-10H2,1H3	null	CCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)O	0.200000003	53723008;122198278	PubChem:(53723008 122198278);CHEBI:(133555)	34	381.2131	186.407	1099_6_Brassimet_Leaves_PAXs_29_Pos_1491
312	1	1	1	0.36570625855447736	-405.25694035105386	0.0	90.97246175672818	C25H32N4O6	[M + H]+	OURDFPXUSNAUQM	InChI=1S/C25H32N4O6/c1-25(2,3)35-24(33)28-20(15-18-12-8-5-9-13-18)23(32)27-19(14-17-10-6-4-7-11-17)22(31)26-16-21(30)29-34/h4-13,19-20,34H,14-16H2,1-3H3,(H,26,31)(H,27,32)(H,28,33)(H,29,30)	Boc-phe-phe-gly-nhoh	CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CC=CC=C2)C(=O)NCC(=O)NO	2.68138337	126271;53432606	MeSH:(126271);PubChem:(126271 53432606);PubMed	70	485.2379	375.314	1650_6_Brassimet_Leaves_PAXs_39_Pos_2010
313	1	1	1	0.3656696223871387	-108.02355529451461	0.0	47.65788836151048	C15H25N3O7S	[M + H]+	LOAQFXHGDMJPJC	InChI=1S/C15H25N3O7S/c1-3-15(2,8-19)26-7-10(13(23)17-6-12(21)22)18-11(20)5-4-9(16)14(24)25/h3,9-10,19H,1,4-8,16H2,2H3,(H,17,23)(H,18,20)(H,21,22)(H,24,25)	null	CC(CO)(C=C)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	-4.0	118987345;118987346	PubChem:(118987345 118987346);CHEBI:(132066 131718);PubChem class - bio and metabolites;KEGG:(C21374);PubMed;Biocyc:(CPD-19029)	16779618	392.1491	167.574	1957_6_Brassimet_Leaves_PAXs_45_Pos_2449
314	1	1	2	0.36555713288215597	-200.12032482161686	0.8829145728643217	67.07349940798186	C20H25NO5	[M + K]+	KDIKNBJFJOYFNY	InChI=1S/C20H25NO5/c1-23-16-7-5-14(11-18(16)25-3)9-10-21-20(22)13-15-6-8-17(24-2)19(12-15)26-4/h5-8,11-12H,9-10,13H2,1-4H3,(H,21,22)	Oprea1_835651	COC1=C(C=C(C=C1)CCNC(=O)CC2=CC(=C(C=C2)OC)OC)OC	3.0	67318	NORMAN:(NS00024514);COCONUT:(CNP0297547);Natural Products:(UNPD53232);PubChem:(67318);SuperNatural:(SN00001698);ZINC bio:(ZINC00638975);additional;Training Set;PubMed	3989570	398.1387	258.29	1255_6_Brassimet_Leaves_PAXs_31_Pos_6006
315	1	1	1	0.36514039279628896	-108.37070148066796	0.9999999999999999	127.37499541594752	C17H30O4	[M + Na]+	WJWDQLOGAHYMGH	InChI=1S/C17H30O4/c1-13(6-4-5-7-16(19)8-9-18)10-14(2)11-15(3)12-17(20)21/h11-13,16,18-19H,4-10H2,1-3H3,(H,20,21)/p-1	null	CC(CCCCC(CCO)O)CC(=CC(=CC(=O)[O-])C)C	3.72121334	""	COCONUT:(CNP0315703);SuperNatural:(SN00033807 SN00033808 SN00033809 SN00033810)	3145728	321.2059	966.085	947_6_Brassimet_Leaves_PAXs_26_Pos_5020
316	1	1	4	0.36492457530905464	-243.480239048458	0.03819095477386935	12.302648084715482	C26H22N4O2	[M + H]+	GHAHZXMMSGQSKP	InChI=1S/C26H22N4O2/c31-25(21-7-3-1-4-8-21)29-23(19-11-15-27-16-12-19)24(20-13-17-28-18-14-20)30-26(32)22-9-5-2-6-10-22/h1-18,23-24H,(H,29,31)(H,30,32)	1,2-Dibenzamido-1,2-di-4-pyridylethane	C1=CC=C(C=C1)C(=O)NC(C2=CC=NC=C2)C(C3=CC=NC=C3)NC(=O)C4=CC=CC=C4	3.0999999	3059932	PubChem:(3059932);PubChem class - safety and toxic	67108866	423.1797	59.926	501_6_Brassimet_Leaves_PAXs_18_Pos_4175
317	1	1	1	0.3645237171212611	-37.32742665422182	0.9989949748743718	33.82364790010771	C11H20N2O3	[M + H]+	BBIXOODYWPFNDT	InChI=1S/C11H20N2O3/c1-3-7(2)9(12)10(14)13-6-4-5-8(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)	Isoleucylproline	CCC(C)C(C(=O)N1CCCC1C(=O)O)N	0.376631796	342734;444876;6992873;14647616;11862120;44298543;61172963;61173408;63001236;69384740;78923110;92272891;92272892;92272893;89890360;124351699	COCONUT:(CNP0319729);HMDB:(11174);PubChem:(342734 444876 6992873 14647616 11862120 44298543 61172963 61173408 63001236 69384740 78923110 92272891 92272892 92272893 89890360 124351699);CHEBI:(74076);ZINC bio:(ZINC01591038 ZINC02047152 ZINC05663064 ZINC05663066 ZINC05663069);additional;PubChem class - bio and metabolites;Training Set;PubMed	19423338	229.1546	162.904	1448_6_Brassimet_Leaves_PAXs_35_Pos_853
318	1	1	1	0.364268028971964	-92.21586255842888	0.9999999999999999	30.33315036333569	C8H9NO	[M + H]+	OMVOFIWLPQPOCU	InChI=1S/C8H9NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,6,9-10H,5H2	null	C1=CC(=CC=C1CC=N)O	1.4381609	87578087;90657703	PubChem:(87578087 90657703);PubMed;Biocyc:(CPD-16179)	2114	136.0755	181.641	1356_6_Brassimet_Leaves_PAXs_33_Pos_6469
