rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
363	2	1	1	0.18869345752258426	-574.1124581381521	0.02613065326633166	28.916459312811973	C15H21N3O5S2	[M + Na]+	OMSJJBDAJCLUCT	InChI=1S/C15H21N3O5S2/c1-6(19)9-12(21)18-10(14(22)23)15(25-13(9)18)24-7-4-8(16-5-7)11(20)17(2)3/h6-9,13,16,19H,4-5H2,1-3H3,(H,22,23)	(5-Dimethylaminocarbonylpyrrolidin-3-ylthio)-6-(1-hydroxyethyl)penem-3-carboxylic acid	CC(C1C2N(C1=O)C(=C(S2)SC3CC(NC3)C(=O)N(C)C)C(=O)O)O	-2.0999999	125871;21120605	MeSH:(125871);PubChem class - safety and toxic;PubChem:(125871 21120605);PubMed	67108934	410.0865	261.84	1073_1_Brassimet_Roots_Neg-POS_PAXs_7_p1810
364	1	1	1	0.1867005732272247	-90.00186023939	0.9999999999999999	66.65622508375122	C10H8N2O	[M + H]+	ALQUTEKNDPODSS	InChI=1S/C10H8N2O/c13-12-7-8-5-6-11-10-4-2-1-3-9(8)10/h1-7,13H	null	C1=CC=C2C(=C1)C(=CC=N2)C=NO	1.76520574	307180;135443393;135491076	COCONUT:(CNP0259978);Natural Products:(UNPD143021 UNPD209612);PubChem:(307180 135443393 135491076);SuperNatural:(SN00286940);ZINC bio:(ZINC05329689);PubMed	3186754	173.071	389.062	239_1_Brassimet_Roots_Neg-POS_PAXs_12_p989
365	2	1	1	0.18539264758579324	-344.95481344971995	0.016582914572864323	28.79426187755766	C20H19N5O7S	[M + H]+	CCGYNBRQYSOUTE	InChI=1S/C20H19N5O7S/c21-20-22-10-12-9-14(5-6-15(12)24-20)33(31,32)25-13-3-1-11(2-4-13)18(28)23-16(19(29)30)7-8-17(26)27/h1-6,9-10,16,25H,7-8H2,(H,23,28)(H,26,27)(H,29,30)(H2,21,22,24)	null	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NS(=O)(=O)C2=CC3=CN=C(N=C3C=C2)N	0.5	101733250	MeSH:(101733250);PubChem:(101733250);PubMed	70	474.107	180.945	790_1_Brassimet_Roots_Neg-POS_PAXs_22_p1869
366	1	1	1	0.1850091854430452	-234.13226541915301	0.0	62.50656288924495	C15H13N5O7	[M + H]+	YRAINWPKPRBSTH	InChI=1S/C15H13N5O7/c1-7-3-10(16-8(2)21)14(22)11(4-7)17-18-12-5-9(19(24)25)6-13(15(12)23)20(26)27/h3-6,22-23H,1-2H3,(H,16,21)	null	CC1=CC(=C(C(=C1)N=NC2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O)O)NC(=O)C	2.70000005	3865782	PubChem class - safety and toxic;PubChem:(3865782);PubMed	67108930	376.0882	378.492	224_1_Brassimet_Roots_Neg-POS_PAXs_12_p2695
367	1	1	1	0.18492523506800024	-300.1257951709751	0.9999999999999999	41.70198585696839	C13H16N2OS	[M + H]+	JJSOSKRBXNHEPE	InChI=1S/C13H16N2OS/c1-8-5-6-9-10(7-8)17-12(14-9)15-11(16)13(2,3)4/h5-7H,1-4H3,(H,14,15,16)	(E)-N-(6-methylbenzo[d]thiazol-2(3H)-ylidene)pivalamide	CC1=CC2=C(C=C1)N=C(S2)NC(=O)C(C)(C)C	3.70000005	3290072	PubChem:(3290072);CHEBI:(125242)	34	249.1067	497.406	359_1_Brassimet_Roots_Neg-POS_PAXs_15_p2684
368	1	1	2	N/A	-308.34351045361666	0.1035175879396985	7.336668881679472	C25H38N4O5	[M + K]+	CXMBFUMTPNXCMT	InChI=1S/C25H38N4O5/c1-13(2)19-23(32)28-20(14(3)4)24(33)29-21(15(5)16(6)30)25(34)26-18(22(31)27-19)12-17-10-8-7-9-11-17/h7-11,13-16,18-21,30H,12H2,1-6H3,(H,26,34)(H,27,31)(H,28,32)(H,29,33)	null	CC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)C(C)C(C)O)C(C)C	2.70000005	44572035;101438240	COCONUT:(CNP0156987);Natural Products:(UNPD192395);PubChem:(44572035 101438240);SuperNatural:(SN00283771);PubMed	3178562	513.2492	815.817	496_1_Brassimet_Roots_Neg-POS_PAXs_18_p530
369	1	1	1	0.18268625140920672	-238.6181731426088	0.7743718592964824	32.03598091547766	C30H62O11	[M + H]+	MCVKSYYBBHNAFN	InChI=1S/C30H62O11/c1-21(32)12-33-23(3)14-35-25(5)16-37-27(7)18-39-29(9)20-41-30(10)19-40-28(8)17-38-26(6)15-36-24(4)13-34-22(2)11-31/h21-32H,11-20H2,1-10H3	null	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O	2.90002394	87390959	NORMAN:(NS00017702);COCONUT:(CNP0253534);Training Set;PubChem:(87390959);additional	2899970	599.4435	1516.335	667_1_Brassimet_Roots_Neg-POS_PAXs_20_p426
370	1	1	1	0.18197700152572246	-131.07933119239527	0.9994974874371858	38.68830597415486	C23H38O9	[M + K]+	BVWLCXJEPYNBRS	InChI=1S/C23H38O9/c1-4-11(2)23(31)32-18-9-15(26)8-17-20(18)16(12(3)21(29)22(17)30)6-5-13(24)7-14(25)10-19(27)28/h8,11-16,18,20-22,24-26,29-30H,4-7,9-10H2,1-3H3,(H,27,28)	(3S,5S)-7-[(1S,2R,3R,4S,6R,8S,8aR)-3,4,6-trihydroxy-2-methyl-8-(2-methylbutanoyloxy)-1,2,3,4,6,7,8,8a-octahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid	CCC(C)C(=O)OC1CC(C=C2C1C(C(C(C2O)O)C)CCC(CC(CC(=O)O)O)O)O	0.0	131903;53462206;101617589	MeSH:(131903 101617589);PubChem:(131903 53462206 101617589);PubMed	70	497.2148	714.23	455_1_Brassimet_Roots_Neg-POS_PAXs_17_p1765
371	1	1	2	0.18115393750659628	-166.21743546952726	0.9597989949748745	92.77950384955919	C20H28O8	[M + Na]+	VNVRUPDBEIOIML	InChI=1S/C20H28O8/c1-5-10(2)18(24)28-15-8-20(4,26)16(23)7-13(22)12(9-21)6-14-17(15)11(3)19(25)27-14/h6,10,14-17,21,23,26H,3,5,7-9H2,1-2,4H3	null	CCC(C)C(=O)OC1CC(C(CC(=O)C(=CC2C1C(=C)C(=O)O2)CO)O)(C)O	1.09980857	""	COCONUT:(CNP0263726);Natural Products:(UNPD138896);SuperNatural:(SN00283806)	3178496	419.1701	344.487	172_1_Brassimet_Roots_Neg-POS_PAXs_11_p674
372	2	1	1	0.18080687493524392	-422.5943711568285	0.0	25.023976062423003	C14H12N2O10	[M + H]+	XBDCUJZSLBKLHT	InChI=1S/C14H12N2O10/c1-3-25-13(19)11(17)7-5-8(12(18)14(20)26-4-2)10(16(23)24)6-9(7)15(21)22/h5-6H,3-4H2,1-2H3	ethyl 2-[5-(2-ethoxy-2-oxoacetyl)-2,4-dinitrophenyl]-2-oxoacetate	CCOC(=O)C(=O)C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)C(=O)OCC	1.79999995	2748929	COCONUT:(CNP0216775);PubChem:(2748929);SuperNatural:(SN00129351);ZINC bio:(ZINC04265541)	3153922	369.0583	116.114	703_1_Brassimet_Roots_Neg-POS_PAXs_21_p1030
373	1	1	1	0.18051421357743969	-214.11022508569383	0.9999999999999999	80.92742577859616	C17H16O6	[M + H]+	RXRCNOIPYFJQPE	InChI=1S/C17H16O6/c18-14-8-3-1-6-12(14)16(20)22-10-5-11-23-17(21)13-7-2-4-9-15(13)19/h1-4,6-9,18-19H,5,10-11H2	1,3-Propanediyl disalicylate	C1=CC=C(C(=C1)C(=O)OCCCOC(=O)C2=CC=CC=C2O)O	2.76223159	7503587	NORMAN:(NS00038494);PubChem:(7503587);PubMed	262210	317.1028	325.609	130_1_Brassimet_Roots_Neg-POS_PAXs_10_p1848
374	1	1	1	0.18047879625136387	-173.56521401797636	0.9989949748743718	54.07847792645813	C26H31N3O5	[M + H]+	VORDLWWRJHUEPR	InChI=1S/C26H31N3O5/c1-33-24-18-20-6-10-22(24)34-23-17-19(5-9-21(23)30)7-11-25(31)28-15-3-2-13-27-14-4-16-29-26(32)12-8-20/h5-12,17-18,27,30H,2-4,13-16H2,1H3,(H,28,31)(H,29,32)	null	COC1=C2C=CC(=C1)C=CC(=O)NCCCNCCCCNC(=O)C=CC3=CC(=C(C=C3)O)O2	3.38060641	""	COCONUT:(CNP0338298);Natural Products:(UNPD49612);SuperNatural:(SN00355990)	3178496	466.2339	264.973	1083_1_Brassimet_Roots_Neg-POS_PAXs_7_p2734
375	1	1	1	0.1804666275170509	-329.4622515415702	0.9999999999999999	74.21244510764697	C17H19NO7	[M + H]+	PJCQMAJUKNTVDT	InChI=1S/C17H19NO7/c1-8-10-5-13(23-3)14(24-4)7-12(10)25-17(22)11(8)6-15(19)18-9(2)16(20)21/h5,7,9H,6H2,1-4H3,(H,18,19)(H,20,21)	2-[[2-(6,7-dimethoxy-4-methyl-2-oxochromen-3-yl)acetyl]amino]propanoic acid	CC1=C(C(=O)OC2=CC(=C(C=C12)OC)OC)CC(=O)NC(C)C(=O)O	1.0	3267326;5575985;6851274	COCONUT:(CNP0285796 CNP0383391);PubChem:(3267326 5575985 6851274);SuperNatural:(SN00058183);ZINC bio:(ZINC02119488)	3153922	350.1236	321.734	119_1_Brassimet_Roots_Neg-POS_PAXs_10_p759
376	1	1	1	0.17982642488856038	-233.0217549511844	0.9999999999999999	100.66506482640757	C11H8N2O2S	[M + H]+	IKYOVSVBLHGFMA	InChI=1S/C11H8N2O2S/c16-11(14-9-5-1-3-7-12-9)15-10-6-2-4-8-13-10/h1-8H	Di-2-Pyridyl Thionocarbonate	C1=CC=NC(=C1)OC(=S)OC2=CC=CC=N2	2.79999995	719784	PubChem class - safety and toxic;PubChem:(719784);PubMed	67108930	233.0383	294.154	1137_1_Brassimet_Roots_Neg-POS_PAXs_9_p2640
377	1	1	2	0.17960844871817602	-138.58512883032026	0.9804020100502514	50.67169280064322	C15H18O11	[M - H]-	QTIHBBLRBONHAS	InChI=1S/C15H18O11/c16-6-3-5(4-7(17)13(21)22)1-2-8(6)25-15-11(20)9(18)10(19)12(26-15)14(23)24/h1-3,7,9-12,15-20H,4H2,(H,21,22)(H,23,24)	null	C1=CC(=C(C=C1CC(C(=O)O)O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O	-1.10000002	131831528	HMDB:(124968);PubChem:(131831528);PubChem class - bio and metabolites	16777226	373.0777	92.316	907_1_Brassimet_Roots_Neg-POS_PAXs_4_n217
378	1	1	1	0.179101292163478	-74.5426145340718	0.9999999999999999	68.64509880166943	C44H86NO8P	[M + H]+	BKEXQZFCWMPQBK	InChI=1S/C44H86NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45)40-50-43(46)36-34-32-30-28-26-16-14-12-10-8-6-4-2/h17-18,42H,3-16,19-41,45H2,1-2H3,(H,48,49)	Phophatidylethanolamine(15:0/24:1)	CCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCC=CCCCCCCCC	13.1000004	53479582;134721251	COCONUT:(CNP0057764);HMDB:(8915);PubChem:(53479582 134721251);SuperNatural:(SN00218731);PubChem class - bio and metabolites	19922954	788.6098	1467.257	592_1_Brassimet_Roots_Neg-POS_PAXs_19_p843
379	1	1	1	0.1786603157511436	-24.56164272379863	0.9999999999999999	32.602644553327536	C10H6N2	[M + H]+	GXXBVBVNGMCFIU	InChI=1S/C10H6N2/c11-6-10-5-8-3-1-2-4-9(8)7-12-10/h1-5,7H	3-Cyanoisoquinoline	C1=CC=C2C=NC(=CC2=C1)C#N	2.20000005	5076808	PubChem:(5076808);PubChem class - safety and toxic	67108866	155.0608	287.986	1120_1_Brassimet_Roots_Neg-POS_PAXs_8_p1846
380	1	1	1	0.1774118457018711	-224.97454930929067	0.0	70.22605026249244	C18H18O10	[M + Na]+	JYUMFQAYFIHMCL	InChI=1S/C18H18O10/c19-8-1-7(2-9(20)3-8)15(24)14-11(22)4-10(21)5-13(14)28-18-17(26)16(25)12(23)6-27-18/h1-5,12,16-23,25-26H,6H2	null	C1C(C(C(C(O1)OC2=CC(=CC(=C2C(=O)C3=CC(=CC(=C3)O)O)O)O)O)O)O	0.300000012	42603667;71712666	COCONUT:(CNP0119057);Natural Products:(UNPD52962 UNPD225571);PubChem:(42603667 71712666);SuperNatural:(SN00332773)	3178498	417.0828	566.411	377_1_Brassimet_Roots_Neg-POS_PAXs_15_p2782
381	1	1	1	0.17677339298153902	-203.0405375566027	0.0	29.006563863665452	C14H9N3O8	[M + H]+	KARHQWSVPLKNBE	InChI=1S/C14H9N3O8/c18-12-4-1-7(5-11(12)17(24)25)13(19)15-8-2-3-10(16(22)23)9(6-8)14(20)21/h1-6,18H,(H,15,19)(H,20,21)	5-[(4-hydroxy-3-nitrobenzoyl)amino]-2-nitrobenzoic acid	C1=CC(=C(C=C1C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O)[N+](=O)[O-])O	2.0999999	3020417	PubChem:(3020417);NORMAN:(NS00038799)	262146	348.0474	329.238	141_1_Brassimet_Roots_Neg-POS_PAXs_10_p1681
382	1	1	1	0.175402110429008	-113.2412778564896	0.9999999999999999	56.575641687727895	C11H8N2O2	[M + H]+	WKTJJISTXUHPEQ	InChI=1S/C11H8N2O2/c1-15-11-5-8(2-3-10(11)14)4-9(6-12)7-13/h2-5,14H,1H3	Oprea1_430831	COC1=C(C=CC(=C1)C=C(C#N)C#N)O	1.31044841	19424;56923563	PubChem class - safety and toxic;PubChem:(19424 56923563);PubMed	67108930	201.0659	481.728	353_1_Brassimet_Roots_Neg-POS_PAXs_15_p604
383	8	1	1	0.17514263689223356	-628.3875294638553	0.005527638190954775	47.53058104398132	C22H28N6O9	[M + Na]+	WSNSZZGIMVHDHF	InChI=1S/C22H28N6O9/c23-12(6-17(24)30)19(33)26-14(5-10-8-25-13-4-2-1-3-11(10)13)20(34)27-15(7-18(31)32)21(35)28-16(9-29)22(36)37/h1-4,8,12,14-16,25,29H,5-7,9,23H2,(H2,24,30)(H,26,33)(H,27,34)(H,28,35)(H,31,32)(H,36,37)	L-asparaginyl-L-tryptophyl-L-alpha-aspartyl-L-serine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)O)NC(=O)C(CC(=O)N)N	-3.1809237	22658933;71464617	PubChem:(22658933 71464617);CHEBI:(73414)	34	543.1836	328.007	136_1_Brassimet_Roots_Neg-POS_PAXs_10_p2831
384	6	1	1	0.17512983165350893	-240.80965839201448	0.004522613065326634	33.79157216292586	C36H38O18	[M + H]+	VYQJZUMDJUYSHK	InChI=1S/C36H38O18/c37-13-22-26(42)29(45)31(47)35(52-22)50-19-11-20(40)25-21(12-19)51-33(16-4-8-18(39)9-5-16)34(28(25)44)54-36-32(48)30(46)27(43)23(53-36)14-49-24(41)10-3-15-1-6-17(38)7-2-15/h1-12,22-23,26-27,29-40,42-43,45-48H,13-14H2	null	C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC=C(C=C6)O)O)O)O)O	-0.34984988	""	COCONUT:(CNP0296962);SuperNatural:(SN00177532)	3145728	759.2137	595.504	399_1_Brassimet_Roots_Neg-POS_PAXs_16_p916
385	1	1	1	0.17450649119156594	-196.4330517044699	0.9999999999999999	94.82180904958771	C14H20N2O2	[M + H]+	BRZRAOIYUZWYFR	InChI=1S/C14H20N2O2/c1-11(17)15-9-7-13-3-5-14(6-4-13)8-10-16-12(2)18/h3-6H,7-10H2,1-2H3,(H,15,17)(H,16,18)	N-[2-[4-(2-acetamidoethyl)phenyl]ethyl]acetamide	CC(=O)NCCC1=CC=C(C=C1)CCNC(=O)C	1.10000002	2750258	COCONUT:(CNP0038181);PubChem:(2750258);SuperNatural:(SN00124067);ZINC bio:(ZINC03845556)	3153922	249.1597	182.069	791_1_Brassimet_Roots_Neg-POS_PAXs_22_p1103
386	5	1	1	0.17413394058718	-421.9840257232794	0.010552763819095479	40.48098508934962	C20H18N6O7	[M + H]+	CIIXXMCWSNYRCU	InChI=1S/C20H18N6O7/c27-19(13-9-14(25(29)30)11-15(10-13)26(31)32)22-21-18-16-3-1-2-4-17(16)24(20(18)28)12-23-5-7-33-8-6-23/h1-4,9-11,28H,5-8,12H2	null	C1COCCN1CN2C3=CC=CC=C3C(=C2O)N=NC(=O)C4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-]	3.0	135537741	PubChem:(135537741);PubChem class - safety and toxic	67108866	455.1305	178.217	783_1_Brassimet_Roots_Neg-POS_PAXs_22_p1139
387	7	1	1	0.1738696390339021	-628.8204522811303	0.03668341708542714	36.353421506607084	C28H30N4O8S	[M + H]+	IXWQRHYNPGPQKG	InChI=1S/C28H30N4O8S/c1-16(33)29-23-25(39-19(4)36)24(38-18(3)35)22(15-37-17(2)34)40-27(23)41-28-31-30-26(20-11-7-5-8-12-20)32(28)21-13-9-6-10-14-21/h5-14,22-25,27H,15H2,1-4H3,(H,29,33)	4,5-diphenyl-4H-1,2,4-triazol-3-yl 3,4,6-tri-O-acetyl-2-(acetylamino)-2-deoxy-1-thio-beta-D-glucopyranoside	CC(=O)NC1C(C(C(OC1SC2=NN=C(N2C3=CC=CC=C3)C4=CC=CC=C4)COC(=O)C)OC(=O)C)OC(=O)C	2.5999999	16409145;71949840	COCONUT:(CNP0393552);PubChem:(16409145 71949840);SuperNatural:(SN00111588);ZINC bio:(ZINC70712112)	3153922	583.1858	584.748	388_1_Brassimet_Roots_Neg-POS_PAXs_15_p2500
388	1	1	1	0.17380139886881568	-182.8042540955847	0.9979899497487436	15.465554826838984	C12H15NO3	[M - H]-	CLCIVJWWHIVDLA	InChI=1S/C12H15NO3/c1-8(10-6-4-3-5-7-10)11(12(15)16)13-9(2)14/h3-8,11H,1-2H3,(H,13,14)(H,15,16)	2-acetamido-3-phenylbutanoic acid	CC(C1=CC=CC=C1)C(C(=O)O)NC(=O)C	1.5	14036080;14036079;67366480;101730602;101730603;101730615	COCONUT:(CNP0198427);Natural Products:(UNPD60711);PubChem:(14036080 14036079 67366480 101730602 101730603 101730615);SuperNatural:(SN00235428);KEGG Mine	8593113090	220.0982	333.243	607_1_Brassimet_Roots_Neg-POS_PAXs_2_n168
389	1	1	2	N/A	-409.4473195722904	0.3839195979899498	62.56461762905578	C14H21N5O5	[M + H]+	OKVIKCVDMTZFFJ	InChI=1S/C14H21N5O5/c1-2-3-4-23-12-8-11(17-14(15)18-12)19(6-16-8)13-10(22)9(21)7(5-20)24-13/h6-7,9-10,13,20-22H,2-5H2,1H3,(H2,15,17,18)	O(6)-Butylguanosine	CCCCOC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N	-0.190400943	133940;14377368;121235268	MeSH:(133940);PubChem:(133940 14377368 121235268);PubMed	70	340.1604	186.205	795_1_Brassimet_Roots_Neg-POS_PAXs_23_p1718
390	1	1	3	N/A	-492.51456971957816	0.020603015075376884	40.14276327538835	C39H52O8	[M + H]+	OUSTUFWOJHCUGD	InChI=1S/C39H52O8/c1-26(16-17-33-35(4,5)24-32(46-28(3)40)25-37(33,8)43)14-12-10-11-13-15-27(2)20-31-21-29(34(42)47-31)18-19-39(45)36(6,7)22-30(41)23-38(39,9)44/h10-16,18-21,30,32,41,43-45H,22-25H2,1-9H3	[(1S,3R)-4-[(3E,5E,7E,9E,11Z)-3,10-dimethyl-11-[5-oxo-4-[(E)-2-[(1S,2R,4S)-1,2,4-trihydroxy-2,6,6-trimethylcyclohexyl]ethenyl]furan-2-ylidene]undeca-1,3,5,7,9-pentaenylidene]-3-hydroxy-3,5,5-trimethylcyclohexyl] acetate	CC(=CC=CC=CC=C(C)C=C1C=C(C(=O)O1)C=CC2(C(CC(CC2(C)O)O)(C)C)O)C=C=C3C(CC(CC3(C)O)OC(=O)C)(C)C	5.5999999	11599926	COCONUT:(CNP0251488);KNApSAcK:(23243);Natural Products:(UNPD147117);PubChem:(11599926);SuperNatural:(SN00355365)	3178514	649.3714	1462.962	590_1_Brassimet_Roots_Neg-POS_PAXs_19_p2826
391	1	1	1	0.17244352888464654	-441.4026032718325	0.0	74.08482782237176	C11H15N7O4	[M + H]+	WYRWRGIGYVLOGE	InChI=1S/C11H15N7O4/c12-1-2-17(4-7(20)21)6(19)3-18-5-14-8-9(18)15-11(13)16-10(8)22/h5H,1-4,12H2,(H,20,21)(H3,13,15,16,22)	2-[2-aminoethyl-[2-(2-amino-6-oxo-3H-purin-9-yl)acetyl]amino]acetic Acid	C1=NC2=C(N1CC(=O)N(CCN)CC(=O)O)N=C(NC2=O)N	-5.0999999	135509101;135509102	PubChem:(135509101 135509102);PubChem class - bio and metabolites	16777218	310.1287	87.319	187_1_Brassimet_Roots_Neg-POS_PAXs_11_p915
392	1	1	1	0.1724068441533704	-95.85386863911647	0.9999999999999999	167.4417175446023	C10H8O5	[M + H]+	HGVAHYJMDVROLE	InChI=1S/C10H8O5/c1-6(9(11)12)15-8-4-2-3-7(5-8)10(13)14/h2-5H,1H2,(H,11,12)(H,13,14)	3-[(1-carboxyvinyl)-oxy]benzoate	C=C(C(=O)O)OC1=CC=CC(=C1)C(=O)O	1.60000002	23844017;25767865	SuperNatural:(SN00270272 SN00020273);ZINC bio:(ZINC13435098);additional;PubMed;COCONUT:(CNP0272754 CNP0309042);KNApSAcK:(43176);Natural Products:(UNPD120727);PubChem:(23844017 25767865);YMDB Mine;CHEBI:(77107 76981);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C20772);Training Set;Biocyc:(CPD-16467);KEGG Mine	60150049138	209.0445	78.012	114_1_Brassimet_Roots_Neg-POS_PAXs_10_p2805
393	1	1	1	0.17131699428343852	-127.8331861015072	0.9999999999999999	72.75860580341043	C12H12N2O3	[M + H]+	XLOULZPUVVVWES	InChI=1S/C12H12N2O3/c13-9(12(16)17)5-7-4-8-2-1-3-10(15)11(8)14-6-7/h1-4,6,9,15H,5,13H2,(H,16,17)	rac (8-Hydroxyquinolin-3-yl)alanine Dihydrochloride	C1=CC2=CC(=CN=C2C(=C1)O)CC(C(=O)O)N	-1.5	49867119;71433961;94005055	MeSH:(71433961);PubChem:(49867119 71433961 94005055);PubMed;PubChem class - bio and metabolites	16777286	233.0904	283.423	1110_1_Brassimet_Roots_Neg-POS_PAXs_8_p2619
394	1	1	2	0.1711193285191994	-95.76928227344001	0.6969849246231156	80.61470039710686	C21H28O3	[M + H]+	URPBIQPJABGDJD	InChI=1S/C21H28O3/c1-13(2)14-7-8-16-15(11-14)17(22)12-18-20(16,3)9-6-10-21(18,4)19(23)24-5/h7-8,11,13,18H,6,9-10,12H2,1-5H3	Spectrum2_001460	CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2=O)(C)C(=O)OC)C	4.80000019	620189;220347;6710737;10687878;10711440;14132236;40477059;92332054	COCONUT:(CNP0250857);Natural Products:(UNPD138351 UNPD48209);PubChem:(620189 220347 6710737 10687878 10711440 14132236 40477059 92332054);SuperNatural:(SN00307762 SN00403998);PubMed	3178562	329.2111	1354.533	563_1_Brassimet_Roots_Neg-POS_PAXs_19_p2442
395	4	1	2	0.17069599307247124	-388.3579567544195	0.07236180904522616	41.914009484487906	C27H27NO10	[M + H]+	GNZRKCZTDXRJOT	InChI=1S/C27H27NO10/c1-10-23(31)14(28)8-18(37-10)38-17-7-11(15(30)9-29)6-13-20(17)27(35)22-21(25(13)33)24(32)12-4-3-5-16(36-2)19(12)26(22)34/h3-6,10,14,17-18,23,29,31,33,35H,7-9,28H2,1-2H3	9,10-Anhydroadriamycin	CC1C(C(CC(O1)OC2CC(=CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)C(=O)CO)N)O	0.912661016	196554;44362894;71313415;133687544;134814107;139026171	MeSH:(196554);PubChem:(196554 44362894 71313415 133687544 134814107 139026171);PubMed	70	526.1712	316.494	106_1_Brassimet_Roots_Neg-POS_PAXs_10_p2004
396	1	1	1	0.17044658394546514	-141.80743773984437	0.0	44.2218191850176	C26H31N3O5	[M + H]+	FLRXCRYRYZPGPB	InChI=1S/C26H31N3O5/c1-33-24-18-20-6-10-22(24)34-23-17-19(5-9-21(23)30)7-11-26(32)29-16-4-14-27-13-2-3-15-28-25(31)12-8-20/h5-12,17-18,27,30H,2-4,13-16H2,1H3,(H,28,31)(H,29,32)	Codonocarpine	COC1=C2C=CC(=C1)C=CC(=O)NCCCCNCCCNC(=O)C=CC3=CC(=C(C=C3)O)O2	3.0	182124;6124631;5281820;6442669	COCONUT:(CNP0128107);KNApSAcK:(2326);Natural Products:(UNPD21129);PubChem:(182124 6124631 5281820 6442669);CHEBI:(3804);MeSH:(5281820);KEGG:(C10582);PubMed	2130294	466.2339	252.269	1046_1_Brassimet_Roots_Neg-POS_PAXs_7_p977
397	1	1	1	0.16989886201946638	-627.6093359702269	0.0	27.48136629611011	C20H19NO9	[M + Na]+	UYVVJANCFXPLCX	InChI=1S/C20H19NO9/c1-8(22)28-16-5-12-11-4-14-15(27-7-26-14)6-13(11)20(25)21-17(12)19(30-10(3)24)18(16)29-9(2)23/h4-6,16-19H,7H2,1-3H3,(H,21,25)	Lycoricidine Triacetate	CC(=O)OC1C=C2C(C(C1OC(=O)C)OC(=O)C)NC(=O)C3=CC4=C(C=C23)OCO4	0.400000006	454223	COCONUT:(CNP0370222);PubChem:(454223);PubMed	2097218	440.095	338.194	160_1_Brassimet_Roots_Neg-POS_PAXs_11_p1589
398	1	1	1	0.1697510464730885	-207.70023195847142	0.9999999999999999	49.99987578979215	C11H10N2O2S	[M + H]+	IUQPXTTVIWXDBO	InChI=1S/C11H10N2O2S/c1-7-4-2-3-5-8(7)12-11-13-9(6-16-11)10(14)15/h2-6H,1H3,(H,12,13)(H,14,15)	2-o-tolylaminothiazole-4-carboxylic acid	CC1=CC=CC=C1NC2=NC(=CS2)C(=O)O	3.0999999	2760644;7016739	PubChem:(2760644 7016739);PubChem class - safety and toxic	67108866	235.0538	656.498	424_1_Brassimet_Roots_Neg-POS_PAXs_16_p2576
399	1	1	4	N/A	-315.64917481741	0.23869346733668342	60.135999044567924	C29H28O5	[M + H]+	IFLXJELWZXSTOM	InChI=1S/C29H28O5/c1-16-14-21(30)23-17(2)15-22(25-18(3)28(31)34-27(25)24(16)23)33-29(32)26(19-10-6-4-7-11-19)20-12-8-5-9-13-20/h4-14,18,22,24-27H,15H2,1-3H3	(3,6,9-trimethyl-2,7-dioxo-3,3a,4,5,9a,9b-hexahydroazuleno[4,5-b]furan-4-yl) 2,2-diphenylacetate	CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)C)C)OC(=O)C(C4=CC=CC=C4)C5=CC=CC=C5	4.5	3792706;16400368	COCONUT:(CNP0328372);PubChem:(3792706 16400368);SuperNatural:(SN00087729);ZINC bio:(ZINC12864375)	3153922	457.1992	414.783	293_1_Brassimet_Roots_Neg-POS_PAXs_13_p1683
